popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
85,212304,FALSE,0.774,0.73,0,-3.865,1,0.134,0.108,0,0.194,0.421,91.966,4
65,222933,FALSE,0.595,0.885,3,-7.688,1,0.0518,0.0744,0.534,0.0844,0.643,137.243,4
2,205666,FALSE,0.742,0.684,11,-6.543,0,0.137,0.139,0,0.115,0.547,133.593,4
0,158771,FALSE,0.601,0.91,0,-5.631,1,0.048,0.0032,0.000379,0.147,0.791,123.936,4
33,133000,FALSE,0.779,0.499,1,-7.974,0,0.0512,0.126,0.0464,0.316,0.962,132.513,4
53,166533,FALSE,0.828,0.697,7,-7.035,0,0.034,0.0585,0.156,0.107,0.387,122.998,4
37,189109,TRUE,0.731,0.723,0,-5.291,0,0.0314,0.0848,1.26E-05,0.262,0.746,138.075,4
24,328040,FALSE,0.534,0.882,4,-3.143,1,0.0361,0.236,0,0.282,0.4,135.015,4
1,255680,FALSE,0.741,0.787,5,-6.228,1,0.0525,0.217,0.0179,0.0835,0.771,91.993,4
28,302986,FALSE,0.694,0.772,2,-4.907,0,0.0295,0.403,0,0.324,0.961,102.021,4
19,334357,FALSE,0.6,0.947,10,-8.169,0,0.0596,0.000272,0.681,0.137,0.278,145.008,4
13,39666,FALSE,0.328,0.758,1,-12.671,1,0.0626,2.58E-06,0.901,0.11,0.222,95.252,1
30,478533,FALSE,0.268,0.157,2,-14.398,1,0.031,0.922,0.937,0.308,0.122,96.802,4
0,173947,TRUE,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71E-06,0.113,0.324,106.998,4
14,164640,FALSE,0.666,0.192,7,-11.589,1,0.0316,0.543,0,0.149,0.814,125.226,4
55,134491,FALSE,0.545,0.623,2,-3.434,1,0.0444,0.184,0.000386,0.0729,0.244,58.968,4
17,64586,TRUE,0.334,0.693,10,-12.461,0,0.0554,3.19E-06,0.936,0.151,0.357,125.329,4
49,174906,FALSE,0.721,0.801,5,-5.406,1,0.243,0.452,0,0.667,0.745,87.96,4
66,177946,FALSE,0.454,0.778,9,-4.225,1,0.0449,0.00998,0,0.0427,0.704,127.158,4
21,176153,FALSE,0.622,0.703,2,-5.088,1,0.0336,0.151,0,0.547,0.537,155.907,4
55,157566,FALSE,0.495,0.848,8,-6.718,0,0.0598,0.00306,0.000142,0.0668,0.487,180.052,4
51,192800,FALSE,0.678,0.255,0,-11.409,1,0.0532,0.829,0,0.0902,0.604,100.317,4
23,192079,FALSE,0.562,0.645,9,-9.019,0,0.0738,0.0704,1.29E-05,0.713,0.577,129.92,4
38,254608,FALSE,0.598,0.859,2,-6.6,0,0.0419,0.0107,0.00127,0.0983,0.185,114.952,4
69,194560,FALSE,0.567,0.131,1,-14.124,1,0.029,0.888,0.0553,0.158,0.0657,104.784,4
51,316599,TRUE,0.259,0.991,5,-2.278,1,0.121,0.000136,2.99E-06,0.29,0.0372,110.038,4
0,222893,FALSE,0.579,0.978,0,-5.327,0,0.0548,8.55E-05,0.000141,0.0955,0.558,125.073,4
44,216151,FALSE,0.16,0.458,0,-28.19,0,0.0602,0.904,0.973,0.481,0.00122,111.234,4
35,230400,FALSE,0.634,0.123,7,-13.152,1,0.0329,0.828,0,0.427,0.48,101.742,4
7,232146,FALSE,0.58,0.695,6,-8.244,0,0.0671,0.00638,0,0.174,0.402,168.124,4
37,240000,FALSE,0.79,0.871,11,-4.105,1,0.0832,0.00129,0.265,0.0771,0.245,125.994,4
18,282586,FALSE,0.738,0.679,10,-5.049,1,0.0356,0.255,8.97E-06,0.0581,0.503,98.012,4
9,65893,FALSE,0.735,0.379,0,-14.658,0,0.953,0.699,0,0.194,0.549,83.236,5
42,236226,FALSE,0.527,0.839,9,-5.465,1,0.0391,0.000169,4.47E-06,0.282,0.719,141.025,4
29,308053,FALSE,0.744,0.847,11,-5.599,0,0.0416,0.269,3.27E-05,0.271,0.751,89.955,4
46,348053,FALSE,0.39,0.758,3,-6.329,1,0.0312,0.00114,0.829,0.0978,0.0993,84.003,4
42,192253,FALSE,0.47,0.642,1,-7.295,0,0.0756,0.671,0,0.925,0.715,165.889,4
20,102645,FALSE,0.667,0.464,7,-10.581,0,0.0307,0.00996,0.17,0.0894,0.263,127.995,4
20,235200,FALSE,0.608,0.833,5,-4.987,1,0.0434,0.0319,0.00475,0.393,0.118,150.001,4
69,229773,FALSE,0.645,0.862,11,-4.761,0,0.0845,0.0933,0,0.193,0.803,119.947,4
40,304346,FALSE,0.52,0.802,4,-5.763,1,0.0265,0.017,0.00262,0.334,0.499,95.328,4
20,274053,FALSE,0.671,0.685,2,-7.319,1,0.0407,0.192,0,0.0819,0.51,100.003,4
46,234133,FALSE,0.191,0.536,8,-12.125,1,0.046,0.969,0.00339,0.14,0.608,77.224,4
61,213288,FALSE,0.629,0.528,10,-11.374,1,0.0247,0.791,0.000222,0.0617,0.397,93.982,4
35,172946,FALSE,0.459,0.973,2,-4.332,1,0.0796,0.0159,0.00239,0.0632,0.736,193.68,4
38,287253,FALSE,0.434,0.568,9,-6.598,0,0.0289,0.00568,0,0.0999,0.413,129.992,4
15,159840,FALSE,0.537,0.306,0,-15.521,1,0.0295,0.837,0.000251,0.294,0.575,93.46,4
70,235497,FALSE,0.827,0.817,2,-4.081,1,0.0953,0.00496,1.19E-05,0.294,0.167,97.008,4
32,389226,FALSE,0.354,0.685,5,-7.805,0,0.0387,0.119,0,0.79,0.277,156.008,4
69,163373,FALSE,0.688,0.725,2,-7.806,1,0.044,0.0195,7.63E-06,0.0726,0.225,104.006,4
43,202421,FALSE,0.523,0.781,8,-5.314,0,0.0457,0.859,0,0.969,0.753,151.995,4
29,225293,FALSE,0.771,0.914,1,-7.004,1,0.0298,0.219,0.053,0.341,0.98,131.641,4
0,210400,FALSE,0.689,0.623,5,-5.025,0,0.0621,0.254,0,0.113,0.546,101.998,4
9,221487,FALSE,0.726,0.809,11,-5.604,0,0.0329,0.0259,0,0.0664,0.622,97.999,4
46,203752,FALSE,0.418,0.331,8,-8.296,1,0.0339,0.931,4.92E-05,0.0994,0.376,82.134,5
25,272693,FALSE,0.481,0.959,4,-3.658,0,0.0944,3.55E-05,0.675,0.133,0.28,114.399,4
64,277160,FALSE,0.28,0.344,0,-12.577,1,0.0293,0.715,0.00642,0.133,0.232,171.143,3
0,171587,FALSE,0.688,0.788,5,-3.064,0,0.0436,0.0164,0.000306,0.541,0.774,101.006,4
20,446240,FALSE,0.402,0.291,5,-7.902,1,0.0272,0.455,4.12E-06,0.0949,0.158,103.574,3
0,194013,FALSE,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4
12,176266,FALSE,0.455,0.215,0,-14.38,1,0.0305,0.853,1.82E-05,0.2,0.488,103.47,4
45,278177,FALSE,0.632,0.666,8,-9.16,1,0.0996,0.322,0.000523,0.114,0.494,113.972,4
34,211519,FALSE,0.721,0.408,11,-12.057,0,0.0341,0.513,0.000463,0.119,0.677,76.522,4
0,173000,FALSE,0.464,0.191,5,-14.734,0,0.0509,0.995,0.553,0.155,0.461,80.211,4
69,148095,FALSE,0.579,0.761,0,-5.547,1,0.0509,0.1,0.00176,0.279,0.287,126.165,4
0,227520,TRUE,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,4
38,223375,FALSE,0.531,0.622,1,-7.029,1,0.027,0.0179,0,0.0791,0.416,143.87,4
6,612805,FALSE,0.0629,0.15,1,-24.421,0,0.0588,0.196,0.928,0.0999,0.0329,60.354,4
40,160500,TRUE,0.718,0.543,1,-12.414,0,0.177,0.23,0,0.104,0.936,160.084,4
19,161600,FALSE,0.548,0.343,5,-6.862,0,0.0324,0.755,0.000263,0.0823,0.34,121.67,4
6,41893,FALSE,0.212,0.221,0,-20.543,1,0.0454,0.98,0.96,0.149,0.425,148.759,5
28,160202,FALSE,0.877,0.843,7,-5.635,1,0.176,0.00571,0,0.296,0.685,126.961,4
65,290493,FALSE,0.632,0.92,2,-4.976,1,0.0531,0.119,0.508,0.114,0.363,127.001,4
33,210750,FALSE,0.677,0.714,9,-9.459,0,0.035,5.25E-05,0.565,0.118,0.22,120.995,3
27,401150,TRUE,0.582,0.97,11,-9.427,1,0.043,0.0138,0.489,0.281,0.508,131.92,4
61,193113,FALSE,0.745,0.437,10,-10.64,1,0.0533,0.27,0,0.336,0.286,109.967,4
29,167466,FALSE,0.842,0.617,9,-6.981,0,0.13,0.191,7.08E-06,0.168,0.829,99.997,4
47,283466,FALSE,0.392,0.925,6,-6.349,1,0.0462,1.35E-05,0.703,0.356,0.2,174.089,4
16,360000,FALSE,0.0679,0.917,9,-6.398,1,0.0686,1.51E-06,0.000689,0.211,0.194,184.386,4
17,167293,FALSE,0.732,0.9,0,-4.957,1,0.0626,0.0753,3.68E-05,0.128,0.694,106.999,4
0,177345,FALSE,0.529,0.818,6,-6.622,1,0.04,6.50E-05,0,0.354,0.684,148.173,4
38,45053,FALSE,0.919,0.642,0,-8.598,0,0.0417,0.147,0,0.029,0.977,133.04,4
0,145174,FALSE,0.483,0.917,3,-2.528,1,0.0438,0.00235,0.000347,0.119,0.323,129.035,4
54,161593,TRUE,0.837,0.868,1,-4.045,0,0.0458,0.174,0.159,0.0512,0.962,122.002,4
50,256720,FALSE,0.567,0.494,7,-11.309,1,0.046,0.245,0.00132,0.712,0.547,175.448,4
44,188494,FALSE,0.543,0.138,0,-14.331,1,0.0531,0.791,0,0.185,0.3,115.65,4
44,207066,FALSE,0.749,0.844,5,-4.612,0,0.054,0.000819,0.000236,0.068,0.661,123.925,4
0,235893,FALSE,0.318,0.943,4,-3.188,0,0.107,0.00721,2.06E-06,0.242,0.298,189.985,4
0,115506,FALSE,0.369,0.499,6,-9.301,1,0.0448,0.829,1.75E-06,0.154,0.69,192.76,3
19,429733,FALSE,0.159,0.931,3,-6.663,0,0.0836,4.16E-06,0.92,0.85,0.0458,150.077,4
64,199111,FALSE,0.658,0.678,1,-4.407,1,0.058,0.303,0,0.361,0.662,97.976,4
30,155186,FALSE,0.706,0.867,8,-5.23,1,0.0434,0.0102,0,0.117,0.671,124.623,4
23,140506,FALSE,0.523,0.0966,5,-12.971,1,0.0459,0.937,0,0.0844,0.441,109.628,5
38,236000,FALSE,0.626,0.801,0,-5.124,0,0.036,0.123,1.15E-05,0.526,0.754,112.095,4
10,507987,FALSE,0.844,0.792,1,-6.418,1,0.049,5.16E-06,0.362,0.079,0.46,126.034,4
55,294040,FALSE,0.58,0.789,8,-2.703,1,0.0337,0.501,0,0.132,0.393,82.84,4
35,207960,FALSE,0.309,0.585,8,-8.931,0,0.0458,0.117,0.000416,0.364,0.551,68.205,4
37,98480,FALSE,0.663,0.574,7,-5.976,0,0.0465,0.0992,5.17E-05,0.0948,0.909,175.541,3
45,299159,FALSE,0.515,0.464,0,-12.191,1,0.0282,0.819,0,0.0936,0.3,139.935,3
32,279506,FALSE,0.791,0.44,0,-8.443,1,0.0416,0.64,0,0.0926,0.553,110.105,4
33,312513,FALSE,0.178,0.187,1,-17.942,1,0.0348,0.893,0.899,0.121,0.0375,116.49,3
48,206225,TRUE,0.866,0.494,10,-11.438,1,0.348,0.147,0,0.0418,0.842,148.95,4
0,147800,FALSE,0.524,0.614,0,-8.05,1,0.0363,0.202,0,0.0802,0.751,82.229,4
67,233587,FALSE,0.673,0.729,0,-5.664,1,0.029,0.000983,0.000107,0.226,0.482,112.535,4
43,299360,FALSE,0.441,0.538,2,-10.1,1,0.0888,0.409,0.00515,0.143,0.731,169.676,4
26,334733,FALSE,0.462,0.827,4,-7.946,1,0.0627,0.0591,0.00013,0.977,0.248,142.051,4
36,196704,FALSE,0.374,0.103,5,-19.767,1,0.0434,0.974,0.908,0.117,0.114,110.01,4
45,256000,FALSE,0.475,0.807,2,-6.706,1,0.0411,0.121,0.0333,0.0792,0.0396,120.017,4
41,281685,FALSE,0.665,0.539,0,-6.062,1,0.0326,0.714,0,0.109,0.441,115.869,4
69,218626,FALSE,0.522,0.964,11,-2.645,0,0.095,0.00109,0.000389,0.0387,0.51,170.944,4
0,143957,FALSE,0.455,0.389,7,-9.323,1,0.255,0.901,0,0.0947,0.449,174.444,3
1,197449,FALSE,0.626,0.829,5,-6.795,0,0.0537,0.00458,0.0601,0.227,0.191,121.945,4
44,251329,FALSE,0.56,0.743,5,-6.693,1,0.0272,0.000816,0.00143,0.079,0.202,102.001,4
56,248906,FALSE,0.388,0.894,0,-3.425,1,0.0455,0.000808,0,0.199,0.724,156.12,4
0,201573,FALSE,0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,4
46,323468,FALSE,0.705,0.978,9,-2.422,1,0.124,0.404,0,0.362,0.882,178.083,4
40,150253,FALSE,0.517,0.87,9,-6.31,0,0.0668,0.203,0,0.897,0.382,93.642,4
21,133393,FALSE,0.529,0.934,11,-4.98,1,0.0284,0.000416,0.728,0.0785,0.857,119.972,4
30,169905,FALSE,0.809,0.0804,7,-12.804,1,0.0554,0.903,0.869,0.126,0.208,107.918,3
16,167920,FALSE,0.676,0.549,6,-8.04,1,0.0813,0.876,0,0.291,0.937,146.95,4
74,267306,FALSE,0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,4
21,113536,FALSE,0.283,0.235,4,-14.246,0,0.0364,0.262,0.815,0.199,0.137,141.276,4
43,260920,FALSE,0.665,0.741,8,-5.576,1,0.0446,0.0565,0,0.0495,0.498,93.01,4
0,217493,FALSE,0.5,0.908,2,-4.303,1,0.0418,0.0166,0,0.128,0.744,138.834,4
51,307346,FALSE,0.684,0.421,11,-9.691,0,0.0348,0.266,0,0.0719,0.382,129.986,4
30,170720,FALSE,0.307,0.404,11,-9.382,1,0.0567,0.739,1.37E-06,0.07,0.439,80.227,4
22,158029,FALSE,0.368,0.911,1,-6.515,1,0.0936,0.015,0.652,0.0539,0.0565,147.733,4
33,369386,FALSE,0.597,0.666,11,-11.708,0,0.111,0.196,0,0.31,0.761,92.067,4
26,133846,TRUE,0.775,0.856,0,-4.555,1,0.119,0.106,0,0.365,0.711,129.977,4
34,254040,FALSE,0.657,0.583,3,-5.177,1,0.0519,0.506,0,0.0987,0.181,123.999,4
15,307506,FALSE,0.5,0.999,6,-5.281,1,0.328,0.0436,0.158,0.977,0.098,166.207,4
18,74451,FALSE,0.518,0.848,2,-10.933,1,0.0561,0.00473,0.278,0.411,0.367,119.923,3
21,239866,FALSE,0.393,0.616,7,-7.564,1,0.0428,0.0444,0,0.152,0.275,97.458,4
47,287280,FALSE,0.547,0.608,4,-4.364,1,0.0433,0.739,0,0.103,0.355,130.146,4
45,349267,FALSE,0.312,0.632,7,-6.027,1,0.0507,0.0377,0,0.116,0.342,134.106,4
0,210400,FALSE,0.689,0.623,5,-5.025,0,0.0621,0.254,0,0.113,0.546,101.998,4
72,182382,TRUE,0.622,0.799,11,-4.811,1,0.0342,0.00185,1.08E-06,0.269,0.6,116.985,4
1,144760,FALSE,0.741,0.499,11,-8.035,1,0.0356,0.23,0,0.125,0.692,103.96,4
20,258951,FALSE,0.324,0.993,4,-5.424,1,0.177,5.42E-06,0.103,0.346,0.0783,109.471,4
3,174026,FALSE,0.703,0.225,4,-11.366,0,0.0511,0.731,4.59E-06,0.102,0.399,143.248,3
1,233880,FALSE,0.657,0.569,2,-6.287,1,0.0542,0.201,1.35E-05,0.126,0.399,102.055,4
5,228400,FALSE,0.803,0.864,9,-8.205,1,0.0764,0.0604,0.878,0.0918,0.504,129.918,4
69,294986,FALSE,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73E-06,0.295,0.961,115.996,4
46,194644,FALSE,0.869,0.725,0,-8.428,1,0.0522,0.0357,2.60E-05,0.111,0.171,129.981,4
34,186000,FALSE,0.673,0.738,1,-4.177,0,0.29,0.403,0,0.118,0.926,91.797,4
24,353986,FALSE,0.574,0.51,7,-8.394,1,0.0237,0.0931,0.00433,0.0659,0.507,106.338,4
52,255186,FALSE,0.664,0.637,2,-4.338,0,0.0508,0.549,0,0.277,0.403,93.137,4
20,125480,FALSE,0.292,0.303,9,-15.696,1,0.0589,0.969,0.617,0.168,0.193,181.034,4
69,248893,FALSE,0.462,0.832,11,-6.085,0,0.0479,0.108,0.00416,0.0741,0.807,165.653,4
44,164234,FALSE,0.462,0.277,9,-11.399,1,0.0315,0.749,7.56E-06,0.409,0.388,131.001,3
38,220031,FALSE,0.569,0.714,6,-5.445,1,0.038,0.00825,0,0.219,0.509,120.054,4
21,77108,FALSE,0.418,0.202,0,-15.725,1,0.0336,0.494,0.531,0.486,0.238,127.872,4
17,251951,FALSE,0.639,0.854,10,-8.648,0,0.0922,0.136,0.852,0.115,0.572,182.923,4
54,234005,FALSE,0.673,0.84,1,-7.564,1,0.0349,0.0197,0.234,0.0865,0.529,119.991,4
52,440949,FALSE,0.788,0.745,2,-8.358,1,0.0527,0.145,0.85,0.102,0.199,122.001,4
37,202269,TRUE,0.632,0.708,7,-5.709,1,0.179,0.136,0,0.0924,0.0512,164.925,4
19,219173,FALSE,0.506,0.973,7,-5.824,1,0.0792,3.64E-05,0.000108,0.15,0.311,100.979,4
10,111000,FALSE,0.835,0.667,7,-9.057,1,0.134,0.616,0.843,0.0988,0.707,160.026,4
44,273866,FALSE,0.383,0.351,10,-9.385,1,0.0298,0.594,1.18E-06,0.942,0.192,135.582,4
30,246465,FALSE,0.673,0.953,0,-6.451,1,0.0651,0.00346,0.00013,0.363,0.701,135.033,4
47,196558,FALSE,0.65,0.625,0,-10.122,0,0.0359,0.00536,0.000492,0.119,0.296,118.966,4
33,225160,FALSE,0.669,0.563,4,-12.494,1,0.0429,0.00135,0.0336,0.0525,0.681,154.509,4
25,192357,TRUE,0.489,0.908,4,-4.811,0,0.0375,0.00528,0.014,0.0637,0.389,167.945,4
42,231000,FALSE,0.632,0.362,5,-13.499,1,0.0348,0.624,0.000194,0.108,0.299,78.968,4
60,248706,FALSE,0.431,0.829,5,-7.713,0,0.0491,7.33E-06,0.03,0.086,0.356,131.891,4
43,181819,FALSE,0.655,0.0883,0,-19,0,0.0488,0.971,0.897,0.109,0.373,119.985,4
17,361411,FALSE,0.504,0.86,0,-2.933,1,0.117,0.00316,1.10E-05,0.0603,0.173,169.923,4
25,198520,FALSE,0.701,0.867,9,-6.613,1,0.169,0.134,0,0.0969,0.862,135.052,4
22,286876,FALSE,0.863,0.687,2,-9.997,1,0.16,0.0575,6.84E-05,0.0472,0.77,133.901,4
26,309997,FALSE,0.521,0.973,0,-2.753,1,0.165,6.33E-06,0.0497,0.326,0.293,125.099,4
42,215146,FALSE,0.703,0.529,7,-7.656,1,0.0331,0.356,0,0.456,0.676,132.014,4
22,232880,FALSE,0.701,0.709,11,-11.241,1,0.0363,0.141,1.66E-05,0.324,0.837,116.978,4
33,263933,FALSE,0.356,0.935,2,-5.864,0,0.101,0.00023,2.10E-05,0.214,0.512,88.711,4
50,180975,FALSE,0.801,0.83,6,-7.13,1,0.049,0.000984,0.211,0.0958,0.396,123.019,4
0,244235,FALSE,0.352,0.666,1,-4.909,1,0.0512,0.117,1.81E-06,0.0934,0.227,169.965,4
57,168434,FALSE,0.479,0.673,1,-4.977,1,0.0531,0.000568,6.13E-05,0.093,0.747,151.799,4
26,179531,FALSE,0.657,0.969,5,-3.294,1,0.108,0.0924,0,0.699,0.693,150.086,4
56,265383,FALSE,0.545,0.316,6,-9.449,0,0.0314,0.614,5.85E-06,0.0896,0.0978,132.882,4
43,244800,FALSE,0.562,0.897,11,-7.923,1,0.056,0.00705,0.608,0.0914,0.431,99.964,4
40,91613,FALSE,0.716,0.24,9,-10.135,1,0.0307,0.928,3.77E-05,0.176,0.616,109.963,4
0,131760,FALSE,0.62,0.309,5,-9.209,1,0.0495,0.788,0,0.146,0.664,145.363,4
52,186885,FALSE,0.804,0.476,11,-13.48,1,0.0947,0.335,0.891,0.0971,0.276,122.033,4
50,159162,FALSE,0.398,0.928,2,-1.203,1,0.436,0.00261,0.348,0.31,0.227,149.855,4
52,229328,FALSE,0.727,0.178,1,-14.805,1,0.0376,0.965,0.025,0.0998,0.432,139.994,3
51,455106,FALSE,0.309,0.486,9,-8.155,1,0.0359,0.778,0,0.117,0.232,119.52,4
0,67760,FALSE,0.548,0.216,2,-9.873,1,0.0354,0.995,0.954,0.0845,0.204,62.857,4
0,289693,FALSE,0.634,0.323,1,-13.533,1,0.0318,0.83,9.00E-05,0.125,0.488,147.943,4
24,214762,FALSE,0.537,0.786,2,-5.955,1,0.132,0.456,0.000484,0.106,0.356,109.962,4
40,334760,TRUE,0.422,0.986,2,-3.817,1,0.127,3.66E-05,0.791,0.201,0.306,143.969,4
32,130386,FALSE,0.436,0.0547,5,-20.742,1,0.05,0.992,0.893,0.12,0.142,125.904,4
46,231897,FALSE,0.731,0.317,6,-13.775,1,0.0358,0.812,0.149,0.106,0.33,114.078,4
58,329072,FALSE,0.648,0.52,7,-8.543,1,0.0249,0.674,0.00129,0.0821,0.492,102.975,4
33,201933,TRUE,0.584,0.976,1,-3.868,1,0.156,0.00431,0.0387,0.333,0.535,140.306,4
84,243836,TRUE,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4
41,377181,FALSE,0.505,0.86,2,-5.407,1,0.0952,0.00363,0,0.138,0.471,149.946,4
34,197538,TRUE,0.653,0.419,4,-7.914,1,0.0333,0.264,0,0.103,0.0995,129.987,4
1,173706,FALSE,0.72,0.914,0,-3.679,1,0.0435,0.0329,0,0.132,0.68,95.975,4
12,127066,FALSE,0.607,0.169,0,-16.433,1,0.0303,0.981,0.000497,0.276,0.317,92.161,3
37,409826,FALSE,0.575,0.528,1,-9.051,1,0.0429,0.488,0,0.0499,0.369,121.296,4
61,302106,FALSE,0.652,0.944,9,-4.804,1,0.0515,0.00225,0.276,0.103,0.454,147.078,4
32,262768,FALSE,0.458,0.977,8,-2.576,1,0.0436,0.000207,0.000375,0.147,0.529,104.468,4
0,309386,FALSE,0.577,0.191,5,-15.938,1,0.0405,0.908,0.00824,0.126,0.343,123.338,4
25,176520,FALSE,0.344,0.885,0,-5.568,1,0.131,1.44E-05,0,0.305,0.434,130.417,4
1,296626,FALSE,0.276,0.937,7,-6.952,1,0.163,0.000531,0.123,0.227,0.306,153.814,3
0,270280,FALSE,0.629,0.538,2,-6.79,1,0.0244,0.461,0,0.123,0.205,100.038,4
22,140800,FALSE,0.868,0.651,1,-5.344,0,0.375,0.177,0.00076,0.137,0.545,150.002,4
18,349110,FALSE,0.157,0.328,0,-13.643,0,0.0399,0.55,0.918,0.0905,0.0385,134.112,4
21,224173,FALSE,0.507,0.74,1,-7.08,1,0.381,0.0713,0,0.0563,0.746,167.183,4
21,354529,TRUE,0.545,0.309,2,-11.127,1,0.109,0.795,0,0.149,0.411,115.593,3
10,75800,FALSE,0.747,0.296,7,-10.203,1,0.035,0.935,0.00195,0.318,0.624,88.036,4
62,158158,FALSE,0.753,0.619,4,-9.708,0,0.0572,0.00651,0.611,0.282,0.886,125.983,4
43,192539,FALSE,0.542,0.607,2,-8.112,1,0.0368,0.67,0,0.816,0.853,164.859,4
25,286093,TRUE,0.391,0.998,2,-4.469,1,0.0747,9.27E-05,0.0132,0.289,0.495,151.269,4
40,224600,FALSE,0.497,0.67,0,-5.974,0,0.0519,0.539,0,0.111,0.274,139.656,4
69,243266,FALSE,0.604,0.755,0,-10.761,1,0.0337,0.000298,0.817,0.0625,0.387,137.064,4
21,245093,FALSE,0.357,0.248,6,-11.253,0,0.0373,0.846,0.0003,0.14,0.113,125.316,4
61,235160,FALSE,0.675,0.5,10,-5.825,1,0.0258,0.3,0,0.312,0.773,93.917,4
29,183745,TRUE,0.54,0.98,2,-3.888,1,0.146,0.12,0,0.0952,0.426,92.012,4
0,244880,FALSE,0.606,0.298,2,-11.326,0,0.0319,0.701,2.06E-06,0.13,0.174,118.907,4
64,181136,FALSE,0.159,0.0243,9,-31.908,0,0.0342,0.991,0.904,0.0959,0.0378,72.794,3
52,205714,FALSE,0.758,0.483,8,-5.549,0,0.0712,0.563,2.28E-06,0.139,0.502,104.893,4
19,479763,FALSE,0.135,0.782,4,-6.891,0,0.0439,0.00269,0.00583,0.251,0.0596,158.152,1
40,237706,FALSE,0.9,0.574,4,-7.465,0,0.295,0.187,0.00164,0.0857,0.881,94.071,4
24,134746,FALSE,0.493,0.324,7,-11.312,1,0.0641,0.466,0.692,0.114,0.199,108.172,4
24,478500,FALSE,0.465,0.81,2,-7.454,0,0.0454,0.00913,0.000138,0.974,0.216,89.936,4
78,182413,TRUE,0.843,0.789,7,-2.801,1,0.247,0.0028,2.41E-05,0.0322,0.571,125.071,4
23,207360,FALSE,0.427,0.87,7,-4.375,1,0.0993,0.000686,0.0257,0.148,0.435,132.503,4
20,221000,FALSE,0.51,0.996,8,-3.512,1,0.108,0.000287,0.00947,0.337,0.556,141.983,4
44,279661,FALSE,0.534,0.47,2,-9.729,0,0.0255,0.435,2.77E-05,0.0875,0.185,151.915,4
25,211838,FALSE,0.778,0.881,0,-4.212,1,0.0292,0.0862,2.70E-05,0.0578,0.816,132.012,4
25,467186,FALSE,0.586,0.631,5,-9.646,1,0.0265,0.0146,0.192,0.0795,0.492,139.99,4
1,234330,FALSE,0.667,0.925,11,-7.522,0,0.0547,0.00197,0.136,0.063,0.792,126.976,4
0,178057,FALSE,0.528,0.823,6,-5.294,1,0.0407,0.0202,0,0.217,0.686,125.992,4
22,236190,FALSE,0.424,0.675,2,-7.982,0,0.0499,0.647,0.127,0.101,0.566,128.97,4
34,221826,FALSE,0.348,0.376,2,-10.072,1,0.0271,0.599,0,0.107,0.208,141.77,4
8,260000,FALSE,0.116,0.316,1,-15.585,1,0.0471,0.947,0.695,0.697,0.0309,173.189,3
0,162897,FALSE,0.647,0.876,10,-5.662,1,0.185,0.881,3.59E-05,0.26,0.949,151.925,4
27,231288,FALSE,0.531,0.929,11,-4.882,1,0.0504,0.0571,0.325,0.378,0.205,150.02,4
22,386733,FALSE,0.193,0.094,5,-19.994,1,0.0347,0.979,0.964,0.101,0.0374,81.259,3
38,151821,FALSE,0.662,0.735,9,-5.078,0,0.0368,0.601,1.31E-05,0.0908,0.715,156.008,4
21,202333,FALSE,0.527,0.452,5,-10.575,1,0.0318,0.206,9.86E-06,0.149,0.404,104.931,4
0,222893,FALSE,0.579,0.978,0,-5.327,0,0.0548,8.55E-05,0.000141,0.0955,0.558,125.073,4
35,261613,TRUE,0.797,0.688,0,-7.798,1,0.0497,0.000884,3.87E-05,0.16,0.935,115.063,4
39,70893,FALSE,0.651,0.288,9,-14.318,0,0.222,0.785,0.000106,0.249,0.297,128.004,4
47,416933,FALSE,0.28,0.386,0,-10.889,1,0.0275,0.194,0.0222,0.337,0.163,146.82,3
18,220280,FALSE,0.558,0.793,4,-4.537,0,0.0571,0.0602,9.30E-06,0.0792,0.529,144.968,4
23,73727,TRUE,0.454,0.854,3,-6.592,1,0.541,0.659,0,0.808,0.636,88.656,5
10,41400,FALSE,0.292,0.958,4,-6.723,0,0.179,1.18E-05,0.292,0.0633,0.316,129.899,3
10,176506,FALSE,0.525,0.535,8,-6.597,1,0.0673,0.965,4.06E-05,0.391,0.668,93.768,4
51,185600,FALSE,0.667,0.86,1,-3.74,1,0.0531,0.235,0,0.135,0.463,150.111,4
77,186480,TRUE,0.21,0.94,9,-3.427,1,0.123,0.00602,0,0.269,0.255,179.722,4
56,240508,FALSE,0.578,0.826,0,-4.577,0,0.0796,0.0668,0.00074,0.367,0.216,117.048,4
47,252920,FALSE,0.276,0.228,0,-11.879,1,0.0291,0.876,0,0.0763,0.156,64.91,3
23,251471,TRUE,0.654,0.893,3,-5.525,1,0.891,0.656,0,0.938,0.759,98.541,3
